attractor,values
ArnoldBeltramiChildress_x_1,"[-0.9317761282792109, -0.9320521296997809, -0.9323277565350568, -0.9326030077419335, -0.932877882269285, -0.933152379064649, -0.9334264970740617, -0.9337002352418947, -0.9339735925111, -0.9342465678232087, -0.9345191601181682, -0.9347913683344233, -0.9350631914015816, -0.9353346282647788, -0.9356056778548859, -0.9358763391013749, -0.9361466109321582, -0.9364164922737485, -0.9366859820512576, -0.9369550791880781, -0.9372237826062815, -0.9374920912264584, -0.9377600039677182, -0.9380275197476102, -0.9382946374818882, -0.9385613560782361, -0.9388276744582621, -0.9390935915300667, -0.9393591062007658, -0.9396242173755529, -0.9398889239584797, -0.940153224851988, -0.9404171189571434, -0.9406806051735569, -0.9409436823992312, -0.941206349531023, -0.9414686054639496, -0.9417304490911168, -0.9419918792985346, -0.9422528949850526, -0.9425134950365995, -0.942773678337604, -0.9430334437713735, -0.9432927902194879, -0.9435517165622536, -0.9438102216785529, -0.9440683044456932, -0.9443259637397085, -0.9445831984352075, -0.9448400074053754, -0.9450963895205607, -0.9453523436459196, -0.9456078686574355, -0.9458629634192725, -0.946117626793832, -0.9463718576424937, -0.9466256548248032, -0.9468790171994297, -0.9471319436231376, -0.9473844329517396, -0.9476364840393653, -0.9478880957388272, -0.9481392669016199, -0.948389996376117, -0.948640283006585, -0.9488901256469218, -0.9491395231395506, -0.9493884743255391, -0.9496369780443848, -0.9498850331345166, -0.9501326384327945, -0.9503797927747959, -0.9506264949948857, -0.9508727439257925, -0.9511185383991035, -0.951363877244983, -0.9516087592900765, -0.9518531833584444, -0.952097148282216, -0.9523406528826082, -0.952583695979453, -0.9528262763914064, -0.95306839293574, -0.9533100444283429, -0.9535512296837914, -0.953791947515554, -0.9540321967355131, -0.9542719761543764, -0.9545112845816076, -0.954750120823939, -0.954988483686199, -0.9552263719752232, -0.9554637844920951, -0.9557007200365548, -0.9559371774070003, -0.956173155400689, -0.9564086528136032, -0.9566436684402528, -0.9568782010742068, -0.9571122495073645]"
ArnoldBeltramiChildress_x_2,"[-0.20663390659837483, -0.2071945694439097, -0.20775570765731075, -0.20831732096145134, -0.20887940904900276, -0.20944197161146336, -0.2100050083389334, -0.2105685189203348, -0.21113250304329728, -0.2116969603941557, -0.21226189065783624, -0.2128272935180759, -0.21339316862432162, -0.21395951570080343, -0.21452633441367988, -0.2150936244275834, -0.21566138540617286, -0.21622961701157584, -0.21679831890483006, -0.21736749074543665, -0.21793713219157962, -0.21850724290034515, -0.21907782252727498, -0.2196488707266968, -0.22022038714961442, -0.2207923714158753, -0.2213648232139675, -0.22193774217737103, -0.222511127938125, -0.2230849801270468, -0.2236592983737296, -0.2242340823062071, -0.22480933155117266, -0.2253850457343093, -0.225961224479622, -0.22653786740976786, -0.2271149741462748, -0.22769254430522148, -0.22827057747676088, -0.22884907331466667, -0.22942803141865975, -0.23000745138754916, -0.23058733281834415, -0.231167675307137, -0.23174847844843646, -0.23232974183538666, -0.232911465059654, -0.23349364771186684, -0.23407628938094968, -0.23465938965467337, -0.23524294811335406, -0.23582696431681857, -0.23641143788295574, -0.23699636837722263, -0.23758175536403, -0.23816759840618765, -0.23875389706512273, -0.23934065090098797, -0.23992785947254855, -0.24051552233717977, -0.24110363905075421, -0.2416922091678601, -0.24228123224157802, -0.2428707078155383, -0.24346063541896268, -0.24405101463249065, -0.24464184498683314, -0.24523312601108144, -0.24582485723281536, -0.2464170381784314, -0.2470096683726996, -0.2476027473394222, -0.2481962746003296, -0.24879024967628988, -0.24938467208653523, -0.2499795413488799, -0.2505748569692622, -0.2511706184453819, -0.2517668253205053, -0.2523634770890395, -0.2529605732441931, -0.253558113277864, -0.25415609668019706, -0.254754522940352, -0.2553533915456209, -0.2559527019820862, -0.256552453734508, -0.25715264628599227, -0.25775327911831825, -0.2583543517054564, -0.25895586351653604, -0.25955781403571837, -0.26016020272332085, -0.2607630290381137, -0.26136629243753773, -0.2619699923774819, -0.26257412831228205, -0.2631786996952664, -0.26378370597776685, -0.26438914660999374]"
ArnoldWeb_x_0,"[0.10469507, 0.1047007867685983, 0.10470650138971155, 0.10471221427615353, 0.10471792583826661, 0.10472363648603204, 0.10472934662853134, 0.10473505667257238, 0.10474076702444204, 0.10474647808988187, 0.10475219027302766, 0.10475790397698258, 0.10476361960447501, 0.10476933755746015, 0.10477505823646609, 0.10478078204179013, 0.10478650937330672, 0.10479224062971638, 0.10479797620933029, 0.10480371651008792, 0.10480946192970636, 0.10481521286474269, 0.10482096971175398, 0.10482673286709664, 0.10483250272688326, 0.1048382796865838, 0.10484406414156244, 0.10484985648713215, 0.10485565711847025, 0.1048614664305441, 0.10486728481819424, 0.10487311267626119, 0.10487895039958549, 0.10488479838303148, 0.10489065702138478, 0.10489652670964598, 0.1049024078428521, 0.10490830081612694, 0.10491420602460325, 0.10492012386383914, 0.10492605472944032, 0.10493199901715568, 0.10493795712280923, 0.10494392944279515, 0.10494991637354745, 0.10495591831177786, 0.10496193565401289, 0.10496796879775688, 0.10497401814055334, 0.10498008408001297, 0.10498616701394252, 0.1049922673404212, 0.10499838545820406, 0.10500452176604613, 0.10501067666281982, 0.10501685054750125, 0.10502304381955668, 0.10502925687874343, 0.1050354901248188, 0.1050417439576307, 0.10504801877718944, 0.10505431498373531, 0.10506063297755437, 0.10506697315893264, 0.10507333592795885, 0.10507972168549035, 0.10508613083149126, 0.10509256376587452, 0.10509902088855302, 0.10510550259943972, 0.1051120092981451, 0.10511854138384967, 0.1051250992551651, 0.1051316833105136, 0.10513829394796842, 0.10514493156447845, 0.10515159655669164, 0.10515828932088195, 0.10516501025169339, 0.10517175974322507, 0.10517853818917801, 0.1051853459812474, 0.10519218351010876, 0.10519905116584748, 0.10520594933662, 0.10521287840861832, 0.10521983876723072, 0.10522683079626081, 0.1052338548762317, 0.10524091138687161, 0.10524800070637459, 0.10525512320856331, 0.10526227926613153, 0.10526946925041868, 0.10527669352746029, 0.1052839524614255, 0.10529124641517924, 0.10529857574599366, 0.10530594080806671, 0.105313341953496]"
ArnoldWeb_x_1,"[0.0892929984, 0.08929869571885668, 0.08930439115906161, 0.08931008513490815, 0.08931577805833242, 0.08932147034092869, 0.08932716239343107, 0.0893328546244287, 0.0893385474420217, 0.0893442412537949, 0.08934993646583558, 0.08935563348327494, 0.08936133271090073, 0.08936703455278425, 0.08937273941170587, 0.08937844769024084, 0.08938415979057789, 0.08938987611387607, 0.089395597060958, 0.0894013230323322, 0.08940705442829622, 0.08941279164821798, 0.08941853509146547, 0.08942428515726594, 0.08943004224461308, 0.08943580675209728, 0.08944157907824533, 0.08944735962161292, 0.08945314878053366, 0.08945894695332694, 0.08946475453844221, 0.0894705719343289, 0.08947639953943642, 0.0894822377523125, 0.08948808697153936, 0.08949394759612306, 0.08949982002513965, 0.08950570465781352, 0.0895116018934255, 0.08951751213193328, 0.08952343577336942, 0.08952937321798247, 0.08953532486614971, 0.08954129111908292, 0.08954727237805214, 0.08955326904472752, 0.08955928152051756, 0.08956531020823251, 0.08957135551073868, 0.08957741783100186, 0.08958349757226396, 0.08958959513815533, 0.08959571093330831, 0.08960184536235527, 0.08960799883012129, 0.08961417174153924, 0.08962036450233815, 0.08962657751873997, 0.0896328111969666, 0.08963906594345071, 0.08964534216475363, 0.08965164026809777, 0.0896579606608538, 0.0896643037503924, 0.0896706699441832, 0.08967705965001288, 0.08968347327563465, 0.08968991122879905, 0.08969637391725654, 0.08970286174875768, 0.08970937513093111, 0.08971591447123804, 0.08972248017674453, 0.089729072654382, 0.08973569231085812, 0.08974233955202987, 0.08974901478351546, 0.08975571841065637, 0.08976245083745618, 0.08976921246746035, 0.08977600370389222, 0.08978282494824892, 0.0897896766011377, 0.08979655906265183, 0.0898034727311761, 0.08981041800333196, 0.08981739527501213, 0.08982440494068082, 0.08983144739179365, 0.08983852301907096, 0.08984563221182693, 0.08985277535530435, 0.08985995283368815, 0.08986716502990556, 0.08987441232188588, 0.08988169508579238, 0.08988901369656101, 0.08989636852381004, 0.08990375993422633, 0.08991118829248898]"
ArnoldWeb_x_2,"[-0.9987090548066107, -0.9987796062996328, -0.998848180250945, -0.9989147761987275, -0.9989793936855949, -0.9990420322581365, -0.9991026914673812, -0.9991613708683506, -0.9992180700203361, -0.9992727884865603, -0.9993255258342995, -0.9993762816349765, -0.999425055463914, -0.9994718469002517, -0.9995166555272188, -0.9995594809318439, -0.9996003227048277, -0.9996391804409863, -0.9996760537386279, -0.9997109421998872, -0.9997438454304165, -0.9997747630398639, -0.99980369464123, -0.9998306398511762, -0.9998555982897158, -0.9998785695806797, -0.9998995533512808, -0.9999185492320805, -0.9999355568569909, -0.999950575863385, -0.9999636058920535, -0.9999746465869869, -0.9999836975954332, -0.9999907585678289, -0.9999958291578521, -0.9999989090223462, -0.9999999978212455, -0.9999990952175744, -0.999996200877416, -0.9999913144698512, -0.9999844356669365, -0.9999755641436932, -0.9999646995780357, -0.9999518416507451, -0.9999369900454127, -0.9999201444484359, -0.9999013045491231, -0.999880470039312, -0.9998576406135251, -0.9998328159690784, -0.9998059958058947, -0.999777179826493, -0.9997463677357871, -0.9997135592412603, -0.9996787540529078, -0.9996419518834082, -0.999603152447536, -0.9995623554623582, -0.9995195606475239, -0.9994747677248199, -0.9994279764186496, -0.9993791864551764, -0.9993283975628515, -0.9992756094724027, -0.9992208219165368, -0.9991640346306955, -0.999105247351596, -0.9990444598178483, -0.9989816717703985, -0.998916882952303, -0.9988500931083685, -0.9987813019853597, -0.9987105093315144, -0.9986377148973091, -0.9985629184347082, -0.9984861196973889, -0.9984073184409095, -0.9983265144224899, -0.9982437074006508, -0.9981588971358019, -0.9980720833900172, -0.9979832659265515, -0.9978924445102364, -0.9977996189074575, -0.9977047888861312, -0.997607954215053, -0.9975091146650922, -0.9974082700080558, -0.9973054200167473, -0.9972005644658565, -0.9970937031308797, -0.9969848357886094, -0.9968739622168236, -0.996761082194969, -0.9966461955029846, -0.9965293019218214, -0.9964104012344833, -0.9962894932238898, -0.9961665776743414, -0.9960416543711991]"
ArnoldWeb_x_3,"[-0.9952885482078057, -0.9954042979818879, -0.995518618682095, -0.995631509866156, -0.9957429710950888, -0.9958530019318843, -0.9959616019421668, -0.996068770694399, -0.996174507759432, -0.9962788127101655, -0.9963816851223176, -0.9964831245739848, -0.9965831306455358, -0.9966817029193642, -0.9967788409807532, -0.9968745444167962, -0.9969688128168217, -0.9970616457725718, -0.9971530428778798, -0.9972430037287119, -0.9973315279226714, -0.9974186150603768, -0.9975042647438124, -0.997588476577173, -0.9976712501661953, -0.9977525851191399, -0.9978324810462318, -0.9979109375593886, -0.9979879542717447, -0.9980635307986403, -0.9981376667580023, -0.9982103617690394, -0.9982816154523074, -0.9983514274301339, -0.9984197973265811, -0.9984867247676589, -0.9985522093808203, -0.9986162507949466, -0.9986788486402852, -0.9987400025491698, -0.9987997121550777, -0.9988579770928964, -0.9989147969988134, -0.9989701715108369, -0.9990241002679869, -0.9990765829108151, -0.9991276190806244, -0.9991772084207677, -0.9992253505755052, -0.9992720451902243, -0.9993172919113515, -0.9993610903865712, -0.9994034402649334, -0.9994443411963548, -0.9994837928317652, -0.99952179482297, -0.9995583468229416, -0.9995934484857308, -0.9996270994661824, -0.9996592994199506, -0.999690048003392, -0.9997193448740257, -0.999747189690138, -0.999773582110596, -0.9997985217951519, -0.9998220084037841, -0.9998440415977715, -0.999864621038832, -0.9998837463892511, -0.9999014173117408, -0.9999176334696377, -0.999932394526812, -0.9999457001476538, -0.9999575499968957, -0.9999679437397261, -0.9999768810417224, -0.9999843615687887, -0.999990384987134, -0.9999949509632698, -0.9999980591639438, -0.9999997092561265, -0.9999999009069759, -0.999998633783803, -0.9999959075540501, -0.9999917218852428, -0.999986076444973, -0.9999789709008705, -0.9999704049205569, -0.9999603781716181, -0.9999488903215731, -0.9999359410379143, -0.9999215299879093, -0.9999056568387459, -0.9998883212574223, -0.9998695229107246, -0.9998492614651475, -0.9998275365870154, -0.9998043479422913, -0.9997796951966184, -0.9997535780152941]"
ArnoldWeb_x_4,"[0.9950041652780258, 0.9935711944780778, 0.9919584269483697, 0.9901661545354536, 0.9881947015691015, 0.9860444248036135, 0.9837157133532601, 0.9812089886218679, 0.9785247042265622, 0.9756633459156808, 0.9726254314808723, 0.9694115106633971, 0.966022165054646, 0.9624580079908948, 0.9587196844423158, 0.9548078708962636, 0.9507232752348577, 0.946466636606884, 0.942038725294039, 0.9374403425715389, 0.9326723205631209, 0.9277355220904626, 0.9226308405170448, 0.9173591995864889, 0.9119215532553963, 0.9063188855207198, 0.9005522102417001, 0.8946225709563971, 0.8885310406928515, 0.8822787217749096, 0.8758667456227465, 0.8692962725481244, 0.8625684915444223, 0.8556846200714755, 0.8486459038352647, 0.8414536165624921, 0.8341090597700879, 0.8266135625296881, 0.8189684812271251, 0.8111751993169763, 0.8032351270722141, 0.7951497013290022, 0.7869203852266863, 0.778548667943024, 0.7700360644247031, 0.7613841151131965, 0.7525943856660039, 0.7436684666733306, 0.7346079733702539, 0.7254145453444297, 0.7160898462393931, 0.7066355634535052, 0.697053407834601, 0.6873451133703946, 0.6775124368746968, 0.6675571576695011, 0.6574810772629983, 0.6472860190235752, 0.6369738278498575, 0.6265463698368563, 0.616005531938281, 0.6053532216250742, 0.5945913665402366, 0.5837219141500004, 0.5727468313914151, 0.5616681043164115, 0.5504877377324043, 0.5392077548395032, 0.5278301968643933, 0.516357122690955, 0.5047906084876889, 0.4931327473320108, 0.4813856488314895, 0.46955143874209115, 0.45763225858350276, 0.4456302652516024, 0.43354763062814716, 0.42138654118774926, 0.40914919760221147, 0.39683781434229326, 0.38445461927698005, 0.37200185327032775, 0.3594817697759559, 0.34689663442926255, 0.33424872463743444, 0.32154032916732744, 0.30877374773129107, 0.2959512905710122, 0.28307527803945376, 0.2701480401809632, 0.2571719163096279, 0.24414925458595155, 0.23108241159193252, 0.21797375190461535, 0.2048256476681971, 0.19164047816476384, 0.17842062938373554, 0.16516849359009733, 0.15188646889149493, 0.13857695880427284]"
AtmosphericRegime_x_0,"[0.026544189906947246, 0.026676813436340898, 0.026811733382449496, 0.02694897882902279, 0.027088579865488027, 0.02723056760682386, 0.027374974214380985, 0.027521832917794493, 0.02767117803781051, 0.02782304501008563, 0.02797747041011505, 0.028134491979099233, 0.028294148650802244, 0.02845648057956744, 0.0286215291692832, 0.028789337103342767, 0.028959948375771347, 0.029133408323290227, 0.029309763658347292, 0.02948906250329069, 0.029671354425424217, 0.029856690472951454, 0.0300451232119817, 0.030236706764292385, 0.03043149684583192, 0.03062955080610252, 0.030830927668041963, 0.031035688168447057, 0.031243894798894764, 0.031455611846713916, 0.031670905436234166, 0.03188984356971143, 0.032112496167924574, 0.03233893511014727, 0.032569234272915276, 0.03280346956762333, 0.03304171897602087, 0.03328406258347478, 0.03353058260914095, 0.033781363432504624, 0.03403649161536084, 0.03429605591836812, 0.03456014731110997, 0.03482885897442797, 0.03510228629354462, 0.03538052684044032, 0.03566368034359773, 0.03595184864287592, 0.03624513562715785, 0.036543647151902045, 0.03684749093331112, 0.03715677641543812, 0.03747161460594936, 0.03779211787559358, 0.038118399715810464, 0.03845057444798906, 0.03878875687698833, 0.03913306188045595, 0.03948360392421977, 0.03984049649264252, 0.040203851421210315, 0.04057377811677316, 0.0409503826488286, 0.041333766692815355, 0.04172402630370249, 0.04212125049527215, 0.0425255195968736, 0.042936903355890316, 0.04335545874978801, 0.04378122746704479, 0.04421423301120635, 0.04465447737684443, 0.045101937240492995, 0.0455565596035912, 0.046018256818443015, 0.046486900922652646, 0.04696231720224291, 0.04744427690001002, 0.04793248898391528, 0.04842659089176753, 0.048926138174509894, 0.04943059297295229, 0.049939311284361076, 0.05045152900850199, 0.050966346812131816, 0.051482713919640204, 0.05199941103174111, 0.052515032698395435, 0.05302796963179442, 0.05353639164467483, 0.05403823214025043, 0.054531175360598455, 0.055012647911601285, 0.05547981640612788, 0.05592959337116562, 0.056358653801341536, 0.05676346484439405, 0.057140330991260944, 0.0574854567218787, 0.05779502773907943]"
AtmosphericRegime_x_1,"[0.20580772677536016, 0.20889810242245482, 0.21198993938897442, 0.21508401893113735, 0.21818111872214355, 0.2212820132824101, 0.22438747437831572, 0.22749827138753614, 0.23061517162947887, 0.23373894065830264, 0.23687034251568448, 0.24001013994054896, 0.2431590945321136, 0.24631796686210564, 0.24948751653174975, 0.2526685021682986, 0.25586168135510307, 0.2590678104887311, 0.26228764455569803, 0.26552193682016145, 0.26877143841330814, 0.27203689781390555, 0.2753190602076053, 0.2786186667119535, 0.2819364534522119, 0.28527315047021906, 0.2886294804482578, 0.2920061572262077, 0.29540388408732776, 0.2988233517876588, 0.3022652362961024, 0.3057301962140265, 0.3092188698345567, 0.31273187179817535, 0.31626978929976746, 0.3198331777870135, 0.3234225560960622, 0.3270384009496956, 0.33068114074487365, 0.3343511485391722, 0.3380487341405668, 0.34177413518842836, 0.3455275071001802, 0.3493089117420039, 0.35311830466739286, 0.3569555207396253, 0.3608202579337748, 0.36471205909452653, 0.3686302913828952, 0.3725741231184752, 0.37654249768891457, 0.3805341041458594, 0.3845473440589782, 0.3885802941557574, 0.39263066419072107, 0.39669574943359964, 0.40077237708361907, 0.40485684581692166, 0.4089448575830057, 0.41303144065666786, 0.41711086281645565, 0.421176533385693, 0.4252208927355541, 0.4292352876628393, 0.4332098308848997, 0.4371332427287952, 0.440992672847877, 0.44477349965071866, 0.4484591048974098, 0.45203062075253836, 0.45546664643440926, 0.45874293150238094, 0.4618320228211319, 0.4647028723444216, 0.4673204031527143, 0.469645031744948, 0.4716321454540913, 0.4732315352350089, 0.47438678605668066, 0.4750346299381669, 0.4751042705297459, 0.474516693337312, 0.473183982558713, 0.47100867436695854, 0.4678831877810902, 0.46368938824191863, 0.4582983559864593, 0.4515704512355899, 0.44335579070258535, 0.43349527399954857, 0.4218223222198719, 0.4081655111076844, 0.39235229294374036, 0.3742139978212612, 0.35359227763811607, 0.3303470946619839, 0.3043662504206053, 0.27557629144934187, 0.24395441324022277, 0.20954072005464805]"
AtmosphericRegime_x_2,"[0.43758119702219506, 0.4360116036860814, 0.43441351188471455, 0.4327861827588652, 0.43112883967208016, 0.42944066681503723, 0.4277208077066597, 0.42596836358146317, 0.42418239166478633, 0.42236190332812407, 0.42050586211171503, 0.41861318161531524, 0.4166827232477621, 0.41471329381967387, 0.4127036429793514, 0.41065246048053466, 0.4085583732629404, 0.4064199423445766, 0.40423565951211354, 0.4020039437860603, 0.3997231376583933, 0.3973915030860325, 0.39500721721179477, 0.3925683678088907, 0.39007294842817775, 0.3875188532146373, 0.38490387138832116, 0.38222568135755663, 0.3794818444328048, 0.3766697981339837, 0.3737868490343147, 0.3708301651364635, 0.3677967677309472, 0.36468352270044513, 0.361487131252194, 0.35820412000280605, 0.3548308304125606, 0.3513634074899046, 0.34779778773994713, 0.34412968629089186, 0.34035458315657696, 0.33646770857299524, 0.3324640273491375, 0.3283382221711537, 0.32408467580652023, 0.3196974521330498, 0.3151702759287832, 0.3104965113745872, 0.3056691391911824, 0.30068073235688425, 0.29552343036308487, 0.29018891195508467, 0.2846683663243715, 0.27895246275347707, 0.2730313187016192, 0.26689446637769504, 0.26053081787791876, 0.25392862900028895, 0.24707546192354052, 0.23995814701671156, 0.23256274413059316, 0.2248745038498571, 0.21687782934883446, 0.20855623966123849, 0.19989233541722953, 0.1908677684029242, 0.181463216617226, 0.17165836696922482, 0.16143190826238618, 0.15076153776312062, 0.1396239854263775, 0.12799506078598666, 0.11584972864190793, 0.1031622210103406, 0.08990619438699883, 0.07605494323227786, 0.0615816827368619, 0.046459916395633606, 0.030663906692529178, 0.014169270252612736, -0.003046277927492496, -0.021002003244672204, -0.03971302219263532, -0.05918893135165413, -0.07943215954258226, -0.10043600840707395, -0.12218235004039837, -0.14463895804368426, -0.16775646227562815, -0.1914649398489365, -0.21567018794673684, -0.24024977027655744, -0.26504899042226837, -0.2898770228145668, -0.3145035240182586, -0.3386561484038293, -0.36201949256369903, -0.38423607499684054, -0.4049099973321432, -0.4236139004622585]"
BeerRNN_x_0,"[1.5014532, 1.4989693375730704, 1.4965358552922434, 1.4941522099956066, 1.4918178682627539, 1.4895323062658568, 1.487295009620012, 1.4851054732345108, 1.48296320116318, 1.480867706453045, 1.4788185109955, 1.476815145376698, 1.4748571487312145, 1.4729440685927515, 1.471075460746327, 1.4692508890828386, 1.4674699254528476, 1.465732149524753, 1.4640371486394976, 1.4623845176685781, 1.46077385887378, 1.4592047817677354, 1.457676902977162, 1.4561898461045508, 1.4547432415934503, 1.4533367265946804, 1.451969944835596, 1.450642546489174, 1.4493541880444025, 1.44810453217969, 1.4468932476369054, 1.44572000909936, 1.444584497068471, 1.4434863977432049, 1.4424254029022254, 1.4414012097863755, 1.4404135209854443, 1.4394620443233186, 1.438546492746709, 1.4376665842155316, 1.436822041595479, 1.4360125925520935, 1.4352379694454778, 1.434497909228161, 1.433792153342932, 1.4331204476270296, 1.4324825422114549, 1.4318781914266079, 1.4313071537078192, 1.4307691915030447, 1.4302640711823376, 1.4297915629500464, 1.42935144075533, 1.4289434822077283, 1.4285674684924188, 1.4282231842876545, 1.4279104176837554, 1.4276289601045917, 1.4273786062283988, 1.4271591539117268, 1.4269704041143203, 1.4268121608254694, 1.4266842309919014, 1.4265864244475408, 1.4265185538441059, 1.426480434582512, 1.4264718847466584, 1.4264927250378807, 1.4265427787109375, 1.4266218715114292, 1.4267298316148198, 1.4268664895650303, 1.4270316782160437, 1.4272252326736816, 1.4274469902388611, 1.4276967903519775, 1.4279744745391523, 1.4282798863575898, 1.4286128713443147, 1.4289732769625165, 1.4293609525558417, 1.4297757492934495, 1.4302175201265028, 1.4306861197375618, 1.4311814044957591, 1.4317032324111052, 1.4322514630887913, 1.4328259576876745, 1.4334265788736267, 1.4340531907829155, 1.4347056589742089, 1.4353838503954799, 1.436087633336879, 1.4368168773989083, 1.4375714534478163, 1.438351233583656, 1.4391560910990644, 1.4399859004465414, 1.4408405372008337, 1.4417198780254246]"
BeerRNN_x_1,"[2.3742845, 2.3729274863773067, 2.3715676070502654, 2.3702049542608776, 2.368839620800888, 2.367471699994579, 2.366101285681789, 2.3647284722012367, 2.3633533543740257, 2.3619760274873003, 2.360596587278244, 2.359215129918249, 2.357831751997432, 2.3564465505091965, 2.3550596228350456, 2.353671066729671, 2.352280980306174, 2.350889462021627, 2.349496610662634, 2.3481025253311754, 2.346707305430663, 2.3453110506521577, 2.3439138609608143, 2.342515836582393, 2.3411170779900226, 2.339717685891118, 2.33831776121451, 2.3369174050976746, 2.335516718874117, 2.3341158040609553, 2.3327147623466318, 2.331313695578823, 2.329912705752422, 2.3285118949976944, 2.327111365568599, 2.3257112198312115, 2.3243115602523363, 2.3229124893881794, 2.321514109873197, 2.3201165244090585, 2.318719835753751, 2.3173241467107797, 2.3159295601185, 2.3145361788395626, 2.3131441057504842, 2.311753443731316, 2.310364295655428, 2.3089767643794, 2.307590952733021, 2.30620696350939, 2.3048248994551193, 2.3034448632606055, 2.302066957550463, 2.3006912848739884, 2.2993179476957564, 2.2979470483862947, 2.296578689212851, 2.295212972330203, 2.2938499997716306, 2.2924898734399255, 2.291132695098489, 2.2897785663625223, 2.2884275886902854, 2.2870798633744043, 2.285735491533277, 2.2843945741025995, 2.283057211826893, 2.281723505251152, 2.2803935547125396, 2.279067460332139, 2.277745322006728, 2.2764272394007805, 2.275113311938362, 2.273803638795183, 2.2724983188906887, 2.2711974508802077, 2.269901133147045, 2.2686094637949115, 2.267322540640081, 2.266040461204146, 2.2647633227056927, 2.263491222053732, 2.262224255839404, 2.2609625203291555, 2.259706111457076, 2.258455124817625, 2.2572096556586017, 2.255969798873434, 2.254735648994914, 2.253507300186724, 2.2522848462381275, 2.2510683805549503, 2.2498579961547214, 2.2486537856576363, 2.2474558412816696, 2.2462642548339424, 2.2450791177054397, 2.243900520863071, 2.2427285548437768, 2.241563309747385]"
